% Model,ten_channel_cooling_coldplate.mph
% Version,COMSOL 6.3.0.290
% Date,"Jul 27 2026, 12:59"
% Table,Table 1 - maximum chip temperature
% Temperature (degC),x (mm),y (mm),z (mm)
86.12875173590203,16.775401957344798,15.287644984257813,4.600000000000001
